,level_0,index,series_name,network,season,title,imdb,engagement,date_aired,década,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country_state,suspects_amount,non_suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby_dum,scrappy_doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
123,122,123,Laff-a-Lympics,ABC,2,Atlantis,3.3,121.47,10/7/1978,1971-1980,12,Serie,Giant Squid,Male,Animal,GIant,Squid,TRUE,1,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,Ocean,Atlantis,0,,,,,0,,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
124,123,124,The Scooby-Doo Show,ABC,3,A Highland Fling with a Monstrous Thing,3.2,135.19,10/14/1978,1971-1980,23,Serie,"Ghost of Finnyan McDuff,Loch Ness Monster","Male,Female","Ghost,Mythical","Phantom,Loch Ness Monster","Human,Dinosaur",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,Scotland,3,FALSE,TRUE,Jamie Craigmore,Male,1,Smuggling,,,TRUE,0,0,0,0,4,1,0,0,7,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
125,124,125,Laff-a-Lympics,ABC,2,Morocco,3.6,119.51,10/14/1978,1971-1980,12,Serie,,,,,,,0,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,Desert,Morocco,0,,,,,0,,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,
126,125,126,Laff-a-Lympics,ABC,2,Washington D.C.,6.2,205.45,10/14/1978,1971-1980,12,Serie,,,,,,,0,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,Washington D.C.,0,,,,,0,,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
127,126,127,The Scooby-Doo Show,ABC,3,The Creepy Case of Old Iron Face,5.1,169.22,10/21/1978,1971-1980,23,Serie,Old Iron Face,Male,Disguised,Pirate,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Island,United States,3,FALSE,TRUE,Mama Mione,Female,1,Smuggling,,,FALSE,6,0,0,0,6,2,0,0,9,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
128,127,128,Laff-a-Lympics,ABC,2,Canada,5.4,192.9,10/21/1978,1971-1980,12,Serie,,,,,,,0,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,,Forest,Canada,0,,,,,0,,,,FALSE,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Casey Kasem,Don Messick
129,128,129,Laff-a-Lympics,ABC,2,"Warsaw, Poland",4.1,150.78,10/21/1978,1971-1980,12,Serie,,,,,,,0,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,Urban,Poland,0,,,,,0,,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,
130,129,130,The Scooby-Doo Show,ABC,3,"Jeepers, It's the Jaguaro!",3.8,123.47,10/28/1978,1971-1980,22,Serie,Jaguaro,Male,Animal,Beast,Jungle-Monster,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Jungle,Brazil,4,FALSE,TRUE,"Barney,Luis","Male,Male",2,Natural Resource,,,FALSE,0,0,0,0,7,2,0,0,8,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
131,130,131,Laff-a-Lympics,ABC,2,Siam,4.5,148.72,10/28/1978,1971-1980,12,Serie,,,,,,,0,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,Jungle,Siam,0,,,,,0,,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
132,131,132,Laff-a-Lympics,ABC,2,The Moon,3.9,145.08,10/28/1978,1971-1980,12,Serie,,,,,,,0,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Moon,Moon,0,,,,,0,,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,,,,Casey Kasem,Don Messick
133,132,133,The Scooby-Doo Show,ABC,3,Make a Beeline Away from that Feline,4.3,153.76,11/4/1978,1971-1980,23,Serie,Cat Creature,Male,Animal,Humanoid,Cat,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,New York,3,FALSE,TRUE,Mr. Bixby,Male,1,Theft,,,FALSE,0,0,1,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
134,133,134,The Scooby-Doo Show,ABC,3,The Creepy Creature of Vulture's Claw,5.2,193.19,11/11/1978,1971-1980,23,Serie,Mantis,Male,Animal,Humanoid,Mantis,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,United States,4,FALSE,TRUE,Proff. Greer,Male,1,Natural Resource,,,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
135,134,135,The Scooby-Doo Show,ABC,3,The Diabolical Disc Demon,6.3,220.36,11/18/1978,1971-1980,23,Serie,Phantom,Male,Ghost,Musician,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,6,FALSE,TRUE,Ace Decade,Male,1,Smuggling,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
136,135,136,The Scooby-Doo Show,ABC,3,Scooby's Chinese Fortune Kooky Caper,6,193.76,11/25/1978,1971-1980,23,Serie,Moon Monster,Male,Ghost,Demon,Beast,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,China,3,FALSE,TRUE,Chin Wong Sing,Male,1,Theft,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
137,136,137,The Scooby-Doo Show,ABC,3,A Menace in Venice,5.4,193.99,12/2/1978,1971-1980,23,Serie,Ghostly Gondolier,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,Italy,4,FALSE,TRUE,Mario,Male,1,Treasure,,,FALSE,0,0,0,0,0,2,0,0,4,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
138,137,138,The Scooby-Doo Show,ABC,3,Don't Go Near the Fortress of Fear,5.9,208.39,12/9/1978,1971-1980,23,Serie,Ghost of Juan Carlos,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Island,Puerto Rico,5,FALSE,TRUE,Cptn. Eddy,Male,1,Treasure,you meddling young fools,,FALSE,0,0,0,0,0,1,0,0,3,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
139,138,139,The Scooby-Doo Show,ABC,3,The Warlock of Wimbledon,5.2,188.19,12/16/1978,1971-1980,23,Serie,"Anthos,Devil Hound","Male,Male","Ancient,Animal","Warlock,Demon","Human,Hound",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Forest,England,4,FALSE,TRUE,"Nick Thomas,John Thomas","Male,Male",2,Competition,you meddling kids,,FALSE,0,0,0,0,0,4,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
140,139,140,The Scooby-Doo Show,ABC,3,The Beast is Awake in Bottomless Lake,5.7,203.69,12/23/1978,1971-1980,23,Serie,Beast of Bottomless Lake,Male,Animal,Humanoid,Sea-Monster,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Forest,Canada,4,FALSE,TRUE,Julie Johnson,Female,1,Smuggling,,,FALSE,0,0,0,0,0,3,0,0,4,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
141,140,141,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scarab Lives!,4.7,170.24,9/22/1979,1971-1980,21,Serie,Blue Scarab,Male,Disguised,Super-Villain,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Howard Gruger,Male,1,Competition,,,FALSE,0,0,0,0,0,1,0,0,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
142,141,142,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Night Ghoul of Wonderworld,5.3,177.38,9/29/1979,1971-1980,21,Serie,Night Ghoul,Male,Undead,Ghoul,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,4,FALSE,TRUE,Mr. Marino,Male,1,Theft,,,FALSE,0,1,0,0,0,3,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
143,142,143,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Strange Encounters of a Scooby Kind,5.3,170.09,10/6/1979,1971-1980,21,Serie,Alien,Male,Extraterrestrial,Alien,Alien,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Forest,United States,3,FALSE,TRUE,Tessie,Female,1,Smuggling,,,FALSE,0,0,0,0,0,2,0,0,10,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
144,143,144,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Neon Phantom of the Roller Disco!,3.5,129.12,10/13/1979,1971-1980,21,Serie,Neon Phantom,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Urban,California,3,FALSE,TRUE,Bill Walker,Male,1,Competition,,,FALSE,0,0,0,0,0,3,0,0,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
145,144,145,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Shiver and Shake, That Demon's a Snake",6.5,214.71,10/20/1979,1971-1980,21,Serie,"Snake Demon,Clown","Male,Male","Animal,Disguised","Demon,Clown","Snake,Human",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Coast,Florida,4,FALSE,TRUE,First Mate Defarge,Male,1,Smuggling,,,FALSE,0,0,0,0,0,1,0,0,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
146,145,146,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scary Sky Skeleton,3,125.29,10/27/1979,1971-1980,21,Serie,Sky Skeleton,Male,Undead,Skeleton,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Rural,United States,4,FALSE,TRUE,Eddie Drake,Male,1,Natural Resource,,,FALSE,0,0,0,0,1,4,0,0,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
147,146,147,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Demon of the Dugout,3.2,118.82,11/3/1979,1971-1980,21,Serie,Dragon Beast,Male,Mythical,Humanoid,Dragon,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,Japan,3,FALSE,TRUE,Mr. Husai,Male,1,Theft,,,FALSE,0,1,0,0,1,0,0,0,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
148,147,148,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Hairy Scare of the Devil Bear,6.8,207.86,11/10/1979,1971-1980,21,Serie,Devil Bear,Male,Animal,Demon,Bear,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Desert,Arizona,4,FALSE,TRUE,Chuck Hunt,Male,1,Treasure,,,FALSE,0,0,0,0,1,1,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
149,148,149,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Twenty Thousand Screams Under the Sea,5,186.48,11/17/1979,1971-1980,21,Serie,Sea Beast of the Aztecs,Male,Animal,Humanoid,Sea-Monster,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Coast,Mexico,2,FALSE,TRUE,Tiger Morris,Male,1,Treasure,you,,FALSE,0,0,0,0,0,3,0,0,6,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
150,149,150,Scooby-Doo and Scrappy-Doo (first series),ABC,1,I Left My Neck in San Francisco,4.1,129.78,11/24/1979,1971-1980,21,Serie,Lady Vampire of the Bat,Female,Undead,Vampire,Human,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,California,3,FALSE,TRUE,Lefty Callahan,Female,1,Theft,,,FALSE,0,0,0,0,0,3,0,0,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
151,150,151,Scooby-Doo and Scrappy-Doo (first series),ABC,1,When You Wish Upon a Star Creature,5.4,180.55,12/1/1979,1971-1980,21,Serie,Star Creature,Male,Extraterrestrial,Humanoid,Star,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Rural,United States,4,FALSE,TRUE,Mr. Greenfield,Male,1,Theft,,,FALSE,0,0,0,0,2,1,0,0,5,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
152,151,152,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"The Ghoul, the Bat and the Ugly",3,135.08,12/8/1979,1971-1980,21,Serie,Shadow Creature,Male,Animal,Humanoid,Creature,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Urban,United States,4,FALSE,TRUE,Brandon Davies,Male,1,Theft,,,FALSE,0,0,0,0,2,2,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
153,152,153,Scooby Goes Hollywood,ABC,Movie,Scooby Goes Hollywood,5.4,187.29,12/14/1979,1971-1980,49,Movie,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,California,3,,,,,0,,,,FALSE,0,0,0,0,0,3,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
154,153,154,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Rocky Mountain Yiiiii!,5.5,196.52,12/15/1979,1971-1980,21,Serie,Ghost of Jeremiah Pratt,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,United States,3,FALSE,TRUE,Will Henry Pratt,Male,1,Treasure,,,FALSE,0,0,0,0,0,5,0,0,8,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
155,154,155,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Sorcerer's a Menace,6.2,218.35,12/22/1979,1971-1980,21,Serie,Ghost of the Great Haldane,Male,Ghost,Magician,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,New Jersey,4,FALSE,TRUE,Morgan the Magician,Male,1,Theft,,,FALSE,0,1,0,0,3,2,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
156,155,156,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Lock the Door, It's a Minotaur!",4.6,164.02,12/29/1979,1971-1980,21,Serie,Minotaur,Male,Mythical,Minotaur,Minotaur,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rural,Greece,3,FALSE,TRUE,Nick Papas,Male,1,Treasure,,,FALSE,0,0,0,0,0,5,0,0,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
157,156,157,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Ransom of Scooby Chief,6.3,205.46,1/5/1980,1971-1980,21,Serie,,,,,,,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,New York,2,FALSE,TRUE,"Carl,Tony","Male,Male",2,Extortion,,,FALSE,0,0,0,0,0,0,0,0,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
158,157,158,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Close Encounter with a Strange Kind,3.5,140.4,11/8/1980,1971-1980,8,Serie,"Aliens,Aliens","Male,Male","Extraterrestrial,Extraterrestrial","Alien,Alien","Alien,Alien",TRUE,2,,,,FALSE,FALSE,,,,TRUE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Space,Space,0,,FALSE,,,0,Experimentation,,,TRUE,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,,,,Casey Kasem,Don Messick
159,158,159,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fit Night Out for Bats,5,183.31,11/8/1980,1971-1980,8,Serie,Sylvester,Male,Undead,Vampire,Human,TRUE,1,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Rural,United States,0,,FALSE,,,0,Food,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,,,,Casey Kasem,Don Messick
160,159,160,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Chinese Food Factory,5,168.46,11/8/1980,1971-1980,8,Serie,Chinese Food Factory Burglar,Male,Disguised,Masked,Human,FALSE,1,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,FALSE,,Urban,California,0,TRUE,TRUE,Chinese Food Factory Burglar,Male,1,Theft,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,,,,Casey Kasem,Don Messick
161,160,161,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Desert Dilemma,5.8,221.56,11/15/1980,1971-1980,8,Serie,Arabian Magician,Male,Magician,Magician,Human,TRUE,1,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Desert,Saudi Arabia,0,,FALSE,,,0,Experimentation,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,Casey Kasem,Don Messick
162,161,162,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Old Cat and Mouse Game,5.5,198.14,11/15/1980,1971-1980,8,Serie,Cat Man,Male,Animal,Humanoid,Cat,TRUE,1,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Mountain,South America,0,,FALSE,,,0,Food,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,,,,Casey Kasem,Don Messick
163,162,163,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stow-Aways,4.7,180.35,11/15/1980,1971-1980,8,Serie,,,,,,,0,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Ocean,United States,1,FALSE,FALSE,Sailor,Male,1,Trespassing,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,Casey Kasem,Don Messick
164,163,164,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Mummy's the Word,5.7,183.25,11/22/1980,1971-1980,8,Serie,Mummy,Male,Undead,Mummy,Human,TRUE,1,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Desert,Egypt,0,,FALSE,,,0,Trespassing,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,7,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,,,,Casey Kasem,Don Messick
165,164,165,Scooby-Doo and Scrappy-Doo (second series),ABC,1,"Hang in There, Scooby",5.7,206.47,11/22/1980,1971-1980,8,Serie,,,,,,,0,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Coast,United States,0,,,,,0,,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,,,,Casey Kasem,Don Messick
