,level_0,index,series_name,network,season,title,imdb,engagement,date_aired,década,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country_state,suspects_amount,non_suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby_dum,scrappy_doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
516,515,516,"Be Cool, Scooby-Doo!",Boomerang,1,Eating Crow,4.5,146.59,3/23/2016,2011-2020,22,Serie,"Scarecrow,Scarecrow","Male,Male","Possessed Object,Possessed Object","Humanoid,Humanoid","Scarecrow,Scarecrow",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,United States,4,FALSE,FALSE,"Jonathan,Old Tom","Male,Male",2,Natural Resource,,,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
517,516,517,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! and WWE: Curse of the Speed Demon,4.5,166.33,8/9/2016,2011-2020,81,Movie,Inferno,Male,Undead,Skeleton,Demon,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Island,United States,20,FALSE,TRUE,"Triple H,Stephanie McMahon","Male,Female",2,Competition,you meddling kids,speedster dog,FALSE,0,0,1,0,0,2,0,0,3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
518,517,518,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! Shaggy's Showdown,3.3,131.93,2/14/2017,2011-2020,80,Movie,Ghost of Dapper Jack Rogers,Male,Ghost,Cowboy,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Desert,Texas,15,FALSE,TRUE,"Kyle,Rafe","Male,Male",2,Theft,those moddling kids,,FALSE,0,0,1,0,0,1,0,0,2,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
519,518,519,"Be Cool, Scooby-Doo!",Boomerang,1,I Scooby Dooby Do,7.4,245.06,6/20/2017,2011-2020,22,Serie,Ghost of the Cliff Bride,Female,Undead,Zombie,Human,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,United States,4,FALSE,FALSE,"Kimmy's Mother,Nate's Mother","Female,Female",2,Competition,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
520,519,520,"Be Cool, Scooby-Doo!",Boomerang,1,El Bandito,4.6,162.48,6/20/2017,2011-2020,22,Serie,Spirit of El Bandito,Male,Undead,Skeleton,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,Mexico,3,FALSE,TRUE,Gustavo,Male,1,Treasure,kids,,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
521,520,521,"Be Cool, Scooby-Doo!",Boomerang,1,Into the Mouth Madcap,4.3,161.71,6/20/2017,2011-2020,22,Serie,Madcap the Killer Clown,Male,Disguised,Clown,Human,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,4,FALSE,TRUE,Oopsy,Male,1,Competition,you meddling kids,,FALSE,0,1,0,0,0,0,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
522,521,522,"Be Cool, Scooby-Doo!",Boomerang,1,The Norse Case Scenario,4.4,159.64,6/20/2017,2011-2020,22,Serie,"Viking Ghosts,Viking Ghosts,Viking Ghosts","Male,Male,Male","Ghost,Ghost,Ghost","Viking,Viking,Viking","Human,Human,Human",FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Forest,United States,6,FALSE,TRUE,"Donald,Edith,Ranger Mark","Male,Female,Male",3,Natural Resource,you meddling kids being excited to eat food out of the trash,,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
523,522,523,"Be Cool, Scooby-Doo!",Boomerang,1,The People vs. Fred Jones,4.6,168,6/20/2017,2011-2020,22,Serie,Toxic Mutant,Male,Undead,Mutant,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,3,FALSE,TRUE,Dayton Knight,Male,1,Theft,that meddling lawyer didn't discover that suprise envelope with evidence that proved who the toxic mutant really was,,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
524,523,524,Lego,Warner Home Video,Movie,LEGO Scooby-Doo! Blowout Beach Bash,6.2,187.88,7/25/2017,2011-2020,77,Movie,"Ghost Pirate,Ghost Pirate","Male,Female","Ghost,Ghost","Pirate,Pirate","Human,Human",FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Coast,United States,9,FALSE,TRUE,"Rob Holdout,Laura Holdout,Chad Holdout,Krissy Holdout,Sheriff,Deputy","Male,Female,Male,Female,Male,Male",6,Treasure,our meddling kids,,FALSE,1 box,0,0,0,1,13,1,0,2,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
525,524,525,"Be Cool, Scooby-Doo!",Boomerang,2,Some Fred Time,5.2,179.76,11/14/2017,2011-2020,22,Serie,Dorsal Foot,Male,Animal,Humanoid,Shark,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Coast,United States,3,FALSE,TRUE,Bellington,Male,1,Competition,,,FALSE,0,0,0,0,0,0,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
526,525,526,"Be Cool, Scooby-Doo!",Boomerang,2,There Wolf,4.5,173.76,11/15/2017,2011-2020,22,Serie,Werewolf,Male,Animal,Werewolf,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Forest,United States,3,FALSE,TRUE,Miguel,Male,1,Theft,mimes,,FALSE,0,1,0,0,0,1,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
527,526,527,"Be Cool, Scooby-Doo!",Boomerang,2,Renn Scare,6.3,201.36,11/15/2017,2011-2020,22,Serie,Jester Monster,Male,Disguised,Jester,Human,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Forest,United States,3,FALSE,TRUE,Harvey,Male,1,Competition,,,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
528,527,528,"Be Cool, Scooby-Doo!",Boomerang,2,How to Train Your Coward,4.8,181.19,12/21/2017,2011-2020,22,Serie,Vampire,Male,Undead,Vampire,Human,FALSE,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,United States,3,FALSE,TRUE,"Sheriff Boon,Paco","Male,Male",2,Theft,actually I can't get mad at my little meddling munchkins,,FALSE,0,1,0,0,0,1,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
529,528,529,"Be Cool, Scooby-Doo!",Boomerang,2,Worst in Show,5.6,214.38,11/17/2017,2011-2020,22,Serie,Houndbeast,Male,Animal,Beast,Hound,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Urban,New York,4,FALSE,TRUE,Estelle Brady,Female,1,Competition,I gotta say that very impressive song and dance routine well done,plus the meddling stuff,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
530,529,530,"Be Cool, Scooby-Doo!",Boomerang,2,Mysteries on the Disorient Express,6,205.93,11/18/2017,2011-2020,22,Serie,"Grim Reaper,Mummy,Tengu,Tarasque,Tzitzimitl,Manticore,Haniver,Hemogoblin","Male,Male,Male,Male,Female,Male,Male,Male","Undead,Undead,Mythical,Mythical,Magician,Mythical,Mythical,Mythical","Skeleton,Mummy,Humanoid,Humanoid,Shaman,Beast,Beast,Goblin","Human,Human,Chicken,Turtle,Human,Manticore,Beast,Goblin",FALSE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,United States,4,TRUE,TRUE,"Tobor,Ichi,Other Spies","Male,Female,Male",3,Theft,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
531,530,531,"Be Cool, Scooby-Doo!",Boomerang,2,Halloween,4.6,154.45,9/28/2017,2011-2020,22,Serie,"Baba Yaga,Baba Yaga House","Female,Male","Magician,Possessed Object","Witch,House","Human,House",FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,3,FALSE,TRUE,"Mrs. Clune,Mr. Clune","Female,Male",2,Competition,,,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
532,531,532,"Be Cool, Scooby-Doo!",Boomerang,2,The Curse of Kaniaku,4.7,163.66,11/19/2017,2011-2020,22,Serie,Kaniaku,Male,Animal,Demon,Crab,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Japan,4,FALSE,TRUE,Mr. Kagawa,Male,1,Competition,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
533,532,533,"Be Cool, Scooby-Doo!",Boomerang,2,Vote Velma,4.1,153.3,11/19/2017,2011-2020,22,Serie,Ghost of Amos Littlefield,Male,Ghost,Ghost,Human,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,5,FALSE,TRUE,Violet Oberon,Female,2,Competition,,,FALSE,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
534,533,534,"Be Cool, Scooby-Doo!",Boomerang,2,Scroogey Doo,6.4,205.19,11/30/2017,2011-2020,22,Serie,"Ghost of Jacob Marley,Ghost of Christmas Past,Ghost of Christmas Present,Ghost of Christmas Future","Male,Female,Male,Male","Ghost,Ghost,Ghost,Ghost","Ghost,Ghost,Ghost,Ghost","Human,Human,Human,Human",FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,England,4,FALSE,TRUE,Dr. Buggly,Male,1,Theft,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
535,534,535,"Be Cool, Scooby-Doo!",Boomerang,2,In Space,3.9,136.39,11/20/2017,2011-2020,22,Serie,Space Kook,Male,Extraterrestrial,Humanoid,Alien,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Space,Space,3,TRUE,TRUE,Officer Soung,Male,1,Natural Resource,,,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
536,535,536,"Be Cool, Scooby-Doo!",Boomerang,2,Doo Not Distrub,5.6,213.32,11/21/2017,2011-2020,22,Serie,Ghost of Mother,Female,Undead,Zombie,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Snow,United States,2,TRUE,TRUE,Josh,Male,1,Competition,,,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
537,536,537,"Be Cool, Scooby-Doo!",Boomerang,2,Silver Scream,5.9,188.72,11/22/2017,2011-2020,22,Serie,Ghost of Archie Barnes,Male,Ghost,Ghost,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,California,5,FALSE,TRUE,Lori Logan,Female,1,Competition,you meddling with it,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
538,537,538,"Be Cool, Scooby-Doo!",Boomerang,2,Fright of Hand,5.1,167.23,11/22/2017,2011-2020,22,Serie,Mutant Rabbit,Male,Animal,Giant,Rabbit,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,3,TRUE,TRUE,"Saul Twinkelshine,Greg Twinkelshine","Male,Male",2,Competition,,,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
539,538,539,"Be Cool, Scooby-Doo!",Boomerang,2,Greece in the World,5.4,189.72,11/23/2017,2011-2020,22,Serie,Arachne,Female,Mythical,Humanoid,Spider,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,Greece,4,FALSE,TRUE,"Aeslop,Prince Shlemielius","Male,Male",2,Competition,the itching,,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
540,539,540,Warner Home Video,Cartoon Network,Movie,Batman: The Brave and the Bold: Bat-Mite Presents: Batman's Strangest Cases!,4.7,169.28,1/9/2018,2011-2020,75,Movie,Crimson Cloak,Male,Ghost,Phantom,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,Urban,United States,15,TRUE,TRUE,"Clayface,The Riddler","Male,Male",2,Conquer,you meddling kids,,FALSE,several,1,1,0,4,8,0,0,5,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
541,540,541,"Be Cool, Scooby-Doo!",Boomerang,2,American Goth,5,158.01,3/8/2018,2011-2020,22,Serie,Plant Monster,Male,Plant,Humanoid,Bush,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,4,FALSE,TRUE,Dorbin,Male,1,Competition,,,FALSE,0,1,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
542,541,542,"Be Cool, Scooby-Doo!",Boomerang,2,Omelettes Are Forever,5.5,184.42,3/9/2018,2011-2020,22,Serie,Minus,Male,Disguised,Mutant,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,4,FALSE,TRUE,"Bubby,Dillingsley","Female,Male",2,Competition,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
543,542,543,"Be Cool, Scooby-Doo!",Boomerang,2,Ghost in the Mystery Machine,4.4,168.69,3/10/2018,2011-2020,22,Serie,The Mystery Machine,Female,Possessed Object,Car,Vehicle,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Desert,United States,4,FALSE,TRUE,"Dr. Blum,Lori Walsh","Male,Female",2,Competition,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
544,543,544,"Be Cool, Scooby-Doo!",Boomerang,2,Naughty or Ice,4.6,167.49,3/11/2018,2011-2020,22,Serie,Ice Man,Male,Ancient,Caveman,Human,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Snow,United States,3,FALSE,TRUE,Mrs. Anja,Female,1,Theft,,,FALSE,0,1,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
545,544,545,"Be Cool, Scooby-Doo!",Boomerang,2,Night of the Upsetting Shorts,5.2,169.7,3/12/2018,2011-2020,22,Serie,Ape Man,Male,Animal,Half-Human,Ape,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Urban,Florida,5,FALSE,FALSE,Grammy Rodgers,Female,1,Competition,,,FALSE,0,2,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
546,545,546,"Be Cool, Scooby-Doo!",Boomerang,2,Junkyard Dogs,4.7,164.09,3/13/2018,2011-2020,22,Serie,Trash Monster,Male,Mechanical,Robot,Robot,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,United States,3,FALSE,TRUE,Officer Mike,Male,1,Theft,you meddling little friends,,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
547,546,547,"Be Cool, Scooby-Doo!",Boomerang,2,Protein Titans 2,5.4,180.09,3/14/2018,2011-2020,22,Serie,Ghost Chef,Male,Ghost,Chef,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,California,4,FALSE,TRUE,"Zara,Megan Flemmming","Female,Female",2,Competition,"blah, blah, blah",,FALSE,0,0,0,0,0,1,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
548,547,548,"Be Cool, Scooby-Doo!",Boomerang,2,World of Witchcraft,3.3,134.89,3/15/2018,2011-2020,22,Serie,Demon of Salem,Male,Mythical,Demon,Demon,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Rural,Massachusetts,4,FALSE,TRUE,"Mrs. Baker,Carl Baker","Male,Female",2,Theft,,,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
549,548,549,"Be Cool, Scooby-Doo!",Boomerang,2,Professor Huh? Part 1,5.1,184.77,3/16/2018,2011-2020,22,Serie,Professor Huh?,Male,Disguised,Random,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Urban,United States,5,,,,,0,,,,FALSE,0,2,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
550,549,550,"Be Cool, Scooby-Doo!",Boomerang,2,Professor Huh? Part 6 3/4,5.5,171.16,3/17/2018,2011-2020,22,Serie,Professor Huh?,Male,Disguised,Random,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,3,FALSE,TRUE,"Rose,Rose Henchman,Rose Henchman","Female,Male, Male",3,Competition,,,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
551,550,551,"Be Cool, Scooby-Doo!",Boomerang,2,Pizza O'Possumm's,4.9,180.86,3/18/2018,2011-2020,11,Serie,Pizza O'Possum,Male,Mechanical,Robot,Rat,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,3,FALSE,FALSE,Lydia,Female,1,Competition,you meddling grown-ups,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
